entity_id,entity_name,entity_types,cle_date,date_graphe,dateSource_graphe,fichier_these,ligne_these,citation_verbatim,date_dans_le_texte,statut,ecart,decision_requise,question_pour_mael,notes
a4a78c8ef9174d968ca142d6d5b9f409,Bitcoin-QT / Bitcoin Core (client),SoftwareClient,launchYear,2009-01-09T00:00:00.000Z,,assets/MD/01_chapitre_I.md,305,"…accessible par un client logiciel unique, Bitcoin QT dans sa version 0.1, publiée le 9 janvier 2009 et rédigée en langage de programmation C++[^94]. Tout utilisateur participe *à* et…",9 janvier 2009,desaccord_these_probablement_fausse,,oui,Le meme evenement est date « 9 janvier 2009 » au ch.I (l.269 et l.305) et « février 2009 » au ch.III l.61 (« publiée par S. Nakamoto en février 2009 (Song 2018) »). Laquelle fait foi ?,"CONTRADICTION INTERNE : ch.I l.269 et l.305 = 9 janvier 2009 ; ch.III l.61 = fevrier 2009. Le graphe (2009-01-09) suit le ch.I, majoritaire."
5203960e41d1470fb6cda90d1da326d5,OpenEthereum / Parity,SoftwareClient,launchYear,2016-01-01T00:00:00.000Z,,assets/MD/05_glossaire_annexes.md,624,"…développa le langage de programmation natif d'Ethereum : ""Solidity"". Il est CTO de la fondation Ethereum jusqu'en 2016 ; CEO de Parity technology, qui développe un client logiciel Ethereum codé en…",,absent_du_texte,,non,,"Parity/OpenEthereum est cite (ch.III l.690, l.1069, l.1071 ; annexes l.624) mais sa date de lancement n'apparait pas. La seule date attachee est l'abandon par EthCore le 02/06/2020 (ch.III l.1069)."
6dfc61f0e6b34ad4a8ed3f1a4f2b06fc,Pyethereum,ActorNonHuman,launchYear,2015-01-01T00:00:00.000Z,,assets/MD/07_bibliographie.md,254,"BUTERIN Vitalik, 2014g, « Pyethereum and Serpent Programming Guide », https://blog.ethereum.org/2014/04/10/pyethereum-and-serpent-programming-guide/, 10 avril 2014, consulté le 11 octobre 2020.",,absent_du_texte,,non,,Pyethereum n'apparait qu'en bibliographie (l.254) et dans une enumeration de clients (ch.III l.1071). Aucune date de lancement.
9536efd0cb5742e1a3777e4b7e02be49,cpp-ethereum (Aleth),ActorNonHuman,launchYear,2015-07-30T00:00:00.000Z,,assets/MD/05_glossaire_annexes.md,1036,…activités : il travaillera sur le code source d'un client Ethereum en langage C++ («* cpp-ethereum»*) dans l'équipe de C. Reitwiessner ; participera au développement de la première plateforme…,,absent_du_texte,,non,,"Le client C++ est cite dans la fiche d'entretien #26 (annexes l.1036) et ch.III l.1071 ; aucune date de lancement. Le 30/07/2015 du graphe est une deduction, pas une lecture."
026703922bb14846947d61d047329236,Nethermind,ActorNonHuman,launchYear,2018-01-01T00:00:00.000Z,,assets/MD/03_chapitre_III.md,700,| | | **Nethermind** | 2.05% | |,,absent_du_texte,,non,,Nethermind n'apparait que dans le tableau des parts de reseau au 09/06/2022 (ch.III l.700). Aucune date de lancement.
0403f5fe541b458481734f825d0a0aad,Besu (Hyperledger Besu),ActorNonHuman,launchYear,2019-01-01T00:00:00.000Z,,assets/MD/03_chapitre_III.md,698,| | | **Hyperledger / Besu** | 2.92% | |,,absent_du_texte,,non,,Besu n'apparait que dans le tableau des parts de reseau au 09/06/2022 (ch.III l.698). Aucune date de lancement.
ecb160978b5840e896ee6b720724ec6d,Erigon,ActorNonHuman,launchYear,2021-01-01T00:00:00.000Z,,assets/MD/03_chapitre_III.md,696,"…[\[consultation au 09/06/2022\]]{.mark}, traitement de l'auteur. | | **Erigon** | 9.34% | |",,absent_du_texte,,non,,Erigon n'apparait que dans le tableau des parts de reseau au 09/06/2022 (ch.III l.696). Aucune date de lancement.
a40240f9516249d68b83ae69141164f9,Bitcoin Knots,ActorNonHuman,launchYear,2011-01-01T00:00:00.000Z,,assets/MD/03_chapitre_III.md,907,"[^72]: « Bitcoin Knot », par exemple, développé dès décembre 2011 sous le nom de Bitcoin Next-Test par Luke jr, fut concernée par la faille CVE 2018. Cette implémentation dérive directement de la…",décembre 2011,desaccord_graphe_probablement_faux,~11 mois,oui,Le graphe date Bitcoin Knots a 2011-01-01 ; la note 72 du ch.III (l.907) dit « développé dès décembre 2011 sous le nom de Bitcoin Next-Test par Luke jr ». Faut-il corriger le launchYear en 2011-12 ?,Le 2011-01-01 du graphe ressemble a un remplissage d'annee. Le texte donne un mois.
c157790787f842a385fe46a62f07fd43,Bitcoin Unlimited,ActorNonHuman,launchYear,2015-01-01T00:00:00.000Z,,assets/MD/02_chapitre_II.md,406,"…8 Mo. Sans adhésion, elle est abandonnée en janvier 2016. D'autres propositions, comme « Bitcoin Unlimited », « Bitcoin Classic », connaîtront le même sort : les mineurs et les utilisateurs…",,absent_du_texte,,non,,"Bitcoin Unlimited est cite (ch.II l.406 ; ch.III l.809) mais sans date de lancement. Le passage date Bitcoin XT (aout 2015) et son abandon (janvier 2016), pas Bitcoin Unlimited."
7153c1bc2e43406f897ef422fe555a5d,BTCD,ActorNonHuman,launchYear,2013-01-01T00:00:00.000Z,,,,,,absent_du_texte,,non,,BTCD (implementation Go de Bitcoin) : aucune occurrence dans les 8 fichiers FR de la these.
72ed5cce1e98494385ca4eb091d6707c,CVE-2013-3220 (Netsplit BIP-0050),CrisisEvent,date,Mars 2013,,assets/MD/01_chapitre_I.md,667,"…par la communauté qu'en 2013, suite à la survenue d'une scission de chaîne (crise n°19, CVE 2013 #3220) consécutive à une incompatibilité entre ladite limite et l'ancienne version de la…",mars 2013 (ch.III l.237 : « les 11 et 12 mars 2013 »),accord_granularite_differente,,non,,"Le graphe porte « Mars 2013 » ; la these date le declenchement « en mars 2013 » (ch.III l.237) et precise « les 11 et 12 mars 2013 » dans la citation de Musiani, Mallard et Meadel."
3952cb540d924df7a70f267da5d5009b,BIP-0042 — Bitcoin Fixed Monetary Supply (Inflation Bug),CrisisEvent,date,01/04/2014,,assets/MD/03_chapitre_III.md,223,"…« faux monnayage ». Elle renvoie au *« Bitcoin Improvement Proposal #0042 »* (crise n°24) d'avril 2014, qui la corrigera. Latente, cette vulnérabilité n'a pas conduit à une émission…",avril 2014,accord_granularite_differente,,non,,"Le graphe porte 01/04/2014 : le jour est un remplissage, la these ne donne que le mois."
4e1a794249594b368e13e558174dea38,Attaque DDoS MtGox (mai 2013),CrisisEvent,date,Mai 2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
272f2d17b89d4912aca1c4f7b77b7332,Fermeture Silk Road par le FBI (octobre 2013),CrisisEvent,date,Octobre 2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
63ef4f3d8f584d9b90e351ab7c7c4b39,Hack et faillite MtGox (février 2014),CrisisEvent,date,Février 2014,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
86b6f7211dc94792b7efa288317a811e,Séries China BAN (2013-2021),CrisisEvent,period,2013-2021 (multiple épisodes),,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
c8b77447d55c4ff08810620dc9370f67,Genesis Block — Lancement du protocole Bitcoin,CrisisEvent,date,03/01/2009,,assets/MD/01_chapitre_I.md,169,"…opérations de production d'un enregistrement candidat[^51]. À la suite de l'enregistrement de genèse du 3 janvier 2009[^52], chaque nouveau bloc qui devient canonique donne lieu au versement de…",3 janvier 2009,accord,,non,,
dddeabcb23464ee48e9524a6ac71c6eb,CVE-2010-5137 — OP_LSHIFT crash,CrisisEvent,date,28/07/2010,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
d6af94403c654e33a826339a6d612463,CVE-2010-5138 — Unlimited SigOp DoS via OP_CHECKSIG,CrisisEvent,date,29/07/2010,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
7246b452d71d4416b146f62f42a2bb64,CVE-2010-5140 — Never confirming transactions,CrisisEvent,date,29/09/2010,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
3c57e750960e4e97bf6cb2ba79e9f2cd,CVE-2011-4447 — Wallet non-encryption,CrisisEvent,date,11/11/2011,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
a9f76f92c83143479499d10b87c6fe77,CVE-2012-1909 — Transaction overwriting,CrisisEvent,date,07/03/2012,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
522baf7957ec403bb149dd90adb1ba6e,CVE-2012-3789 — (Lack of) orphan txn resource limits,CrisisEvent,date,12/05/2012,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
69b8894ae6764333a270770b1fd661f3,CVE-2012-2459 — Block hash collision (via merkle root),CrisisEvent,date,14/05/2012,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
07328e2856b1462d882bd1a6a7dfdafa,CVE-2012-4683 — Targeted DoS by CPU exhaustion using alerts,CrisisEvent,date,23/08/2012,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
f5fd3b0f03fa4e11af9b54455a81cdd7,CVE-2012-4684 — Network-wide DoS using malleable signatures in alerts,CrisisEvent,date,24/08/2012,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
65b41c49b2244a85ab136ed849d95b6b,CVE-2012-4682 — DOS (manque d'informations),CrisisEvent,date,16/09/2012,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
ce0f6a5e811447c8ba4674075a6cf057,CVE-2013-2293 — Continuous hard disk seek,CrisisEvent,date,09/01/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
ee9911c3aa4c435582ccca09979c5000,CVE-2013-2272 — Remote discovery of node's wallet addresses,CrisisEvent,date,11/01/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
896936e6d50b46f89947a60e01aa584a,CVE-2013-2292 — A transaction that takes at least 3 minutes to verify,CrisisEvent,date,30/01/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
580caacd80b14170b0d6dc071106071b,CVE-2013-2273 — Predictable change output,CrisisEvent,date,30/01/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
0d3e806ee1f94421b7ff458eedc65ffa,CVE-2013-3219 — Unenforced block protocol rule,CrisisEvent,date,11/03/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
eb0766a0711945a08d6e4c526615bfd7,CVE-2013-4627 — Memory exhaustion with excess tx message data,CrisisEvent,date,08/02/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
78dcb8a0af094eb0a1cea842f7f97212,CVE-2013-4165 — Timing leak in RPC authentication,CrisisEvent,date,20/07/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
