entity_id;entity_name;entity_types;cle_date;date_graphe;dateSource_graphe;motif_selection;date_externe;statut;nb_sources;qualite_source;sources;ecart;decision_requise;question_pour_mael;notes
992e94ee;Ethereum Hard Fork — Byzantium;ProtocolChange (chronologie HF);date;2017-10-16;"Chronologie des HF d'Ethereum V1 (M. Rolland) ; dateAuthority=AUTHOR_VERIFIED";"cas prioritaire 7 (hard forks Ethereum) ; date dont le graphe est la seule trace publique (chronologie personnelle « non mobilisee dans la these »)";2017-10-16;indice_unique;3;primaire;https://raw.githubusercontent.com/ethereum/execution-specs/master/docs/specs/protocol_history.md|https://raw.githubusercontent.com/ethereum/EIPs/master/EIPS/eip-609.md|https://github.com/ethereum/go-ethereum/blob/master/params/config.go;0;non;;execution-specs : « Byzantium | 4370000 | 2017-10-16 ». EIP-609 confirme « Block >= 4,370,000 on Mainnet » et cite le billet d'annonce du 12/10/2017 (annonce, pas activation). Bloc d'activation : 4 370 000. Une seule source DATANTE a ete accessible pour l'ensemble des forks (ethereum/execution-specs) : ethereum.org, blog.ethereum.org, etherscan et wikipedia sont bloques par le proxy. D'ou indice_unique pour toute la serie.
801ceac5;Ethereum Hard Fork — St. Petersburg;ProtocolChange (chronologie HF);date;2019-02-28;"Chronologie des HF d'Ethereum V1 (M. Rolland) ; dateAuthority=AUTHOR_VERIFIED";"cas prioritaire 7 (hard forks Ethereum) ; date dont le graphe est la seule trace publique (chronologie personnelle « non mobilisee dans la these »)";2019-02-28;indice_unique;3;primaire;https://raw.githubusercontent.com/ethereum/execution-specs/master/docs/specs/protocol_history.md|https://raw.githubusercontent.com/ethereum/EIPs/master/EIPS/eip-1716.md|https://github.com/ethereum/go-ethereum/blob/master/params/config.go;0;non;;execution-specs : « Petersburg | 7280000 | 2019-02-28 » (et « Constantinople | 7280000 | 2019-02-28 » : meme bloc, meme date — les deux forks sont simultanes). EIP-1716 confirme « Activation: Block >= 7_280_000 » et cite un billet d'annonce du 22/02/2019. Bloc d'activation : 7 280 000. Une seule source DATANTE a ete accessible pour l'ensemble des forks (ethereum/execution-specs) : ethereum.org, blog.ethereum.org, etherscan et wikipedia sont bloques par le proxy. D'ou indice_unique pour toute la serie.
36872a2e;Ethereum Hard Fork — Istanbul;ProtocolChange (chronologie HF);date;2019-12-08;"Chronologie des HF d'Ethereum V1 (M. Rolland) ; dateAuthority=AUTHOR_VERIFIED";"cas prioritaire 7 (hard forks Ethereum) ; date dont le graphe est la seule trace publique (chronologie personnelle « non mobilisee dans la these »)";2019-12-07;indice_unique;3;primaire;https://raw.githubusercontent.com/ethereum/execution-specs/master/docs/specs/protocol_history.md|https://raw.githubusercontent.com/ethereum/EIPs/master/EIPS/eip-1679.md|https://github.com/ethereum/go-ethereum/blob/master/params/config.go;-1 jour;oui;Q6;"execution-specs : « Istanbul | 9069000 | 2019-12-07 » contre 2019-12-08 dans le graphe. EIP-1679 confirme « Block >= 9,069,000 on the Ethereum Mainnet » mais ne donne aucune date. Ecart d'un jour : compatible avec une bascule UTC/fuseau autour de minuit ; UNE source ne suffit pas a trancher. Ne pas corriger sans une seconde source (etherscan, blog EF : bloques). Bloc d'activation : 9 069 000. Une seule source DATANTE a ete accessible pour l'ensemble des forks (ethereum/execution-specs) : ethereum.org, blog.ethereum.org, etherscan et wikipedia sont bloques par le proxy. D'ou indice_unique pour toute la serie."
69bbc016;Ethereum Hard Fork — Muir Glacier;ProtocolChange (chronologie HF);date;2020-01-02;"Chronologie des HF d'Ethereum V1 (M. Rolland) ; dateAuthority=AUTHOR_VERIFIED";"cas prioritaire 7 (hard forks Ethereum) ; date dont le graphe est la seule trace publique (chronologie personnelle « non mobilisee dans la these »)";2020-01-02;indice_unique;3;primaire;https://raw.githubusercontent.com/ethereum/execution-specs/master/docs/specs/protocol_history.md|https://raw.githubusercontent.com/ethereum/EIPs/master/EIPS/eip-2387.md|https://github.com/ethereum/go-ethereum/blob/master/params/config.go;0;non;;execution-specs : « Muir Glacier | 9200000 | 2020-01-02 ». EIP-2387 confirme « Block >= 9,200,000 on the Ethereum mainnet » (created: 2019-11-22) sans date d'activation. Bloc d'activation : 9 200 000. Une seule source DATANTE a ete accessible pour l'ensemble des forks (ethereum/execution-specs) : ethereum.org, blog.ethereum.org, etherscan et wikipedia sont bloques par le proxy. D'ou indice_unique pour toute la serie.
c4427c0f;Ethereum Hard Fork — Berlin;ProtocolChange (chronologie HF);date;2021-04-15;"Chronologie des HF d'Ethereum V1 (M. Rolland) ; dateAuthority=AUTHOR_VERIFIED";"cas prioritaire 7 (hard forks Ethereum) ; date dont le graphe est la seule trace publique (chronologie personnelle « non mobilisee dans la these »)";2021-04-15;indice_unique;2;primaire;https://raw.githubusercontent.com/ethereum/execution-specs/master/docs/specs/protocol_history.md|https://github.com/ethereum/go-ethereum/blob/master/params/config.go;0;non;;execution-specs : « Berlin | 12244000 | 2021-04-15 ». params/config.go confirme BerlinBlock = 12 244 000, sans date. Bloc d'activation : 12 244 000. Une seule source DATANTE a ete accessible pour l'ensemble des forks (ethereum/execution-specs) : ethereum.org, blog.ethereum.org, etherscan et wikipedia sont bloques par le proxy. D'ou indice_unique pour toute la serie.
7793fdb7;Ethereum Hard Fork — London;ProtocolChange (chronologie HF);date;2021-08-05;"Chronologie des HF d'Ethereum V1 (M. Rolland) ; dateAuthority=AUTHOR_VERIFIED";"cas prioritaire 7 (hard forks Ethereum) ; date dont le graphe est la seule trace publique (chronologie personnelle « non mobilisee dans la these »)";2021-08-05;indice_unique;2;primaire;https://raw.githubusercontent.com/ethereum/execution-specs/master/docs/specs/protocol_history.md|https://github.com/ethereum/go-ethereum/blob/master/params/config.go;0;non;;execution-specs : « London | 12965000 | 2021-08-05 ». params/config.go confirme LondonBlock = 12 965 000, sans date. Bloc d'activation : 12 965 000. Une seule source DATANTE a ete accessible pour l'ensemble des forks (ethereum/execution-specs) : ethereum.org, blog.ethereum.org, etherscan et wikipedia sont bloques par le proxy. D'ou indice_unique pour toute la serie.
ed784dce;Ethereum Hard Fork — Arrow Glacier;ProtocolChange (chronologie HF);date;2021-12-09;"Chronologie des HF d'Ethereum V1 (M. Rolland) ; dateAuthority=AUTHOR_VERIFIED";"cas prioritaire 7 (hard forks Ethereum) ; date dont le graphe est la seule trace publique (chronologie personnelle « non mobilisee dans la these »)";2021-12-09;indice_unique;2;primaire;https://raw.githubusercontent.com/ethereum/execution-specs/master/docs/specs/protocol_history.md|https://github.com/ethereum/go-ethereum/blob/master/params/config.go;0;non;;execution-specs : « Arrow Glacier | 13773000 | 2021-12-09 ». params/config.go confirme ArrowGlacierBlock = 13 773 000, sans date. Bloc d'activation : 13 773 000. Une seule source DATANTE a ete accessible pour l'ensemble des forks (ethereum/execution-specs) : ethereum.org, blog.ethereum.org, etherscan et wikipedia sont bloques par le proxy. D'ou indice_unique pour toute la serie.
94ce188e;InfrastructureEvent — Lancement Litecoin (LTC) par Charlie Lee (2011);InfrastructureEvent;date;2011-10-07;"Vérification externe 02/08/2026 ; thèse ch.I l.359 ; dateAuthority=EXTERNAL_VERIFICATION";"cas prioritaire 4 ; seul EXTERNAL_VERIFICATION du graphe ; dateSource en texte libre, sans URL ni auteur";2011-10-07 (horodatage du bloc de genese : 2011-10-07T07:31:05Z);indice_unique;1;primaire;https://raw.githubusercontent.com/litecoin-project/litecoin/master/src/chainparams.cpp;0;oui;Q7;"litecoin-project/litecoin, src/chainparams.cpp : « genesis = CreateGenesisBlock(1317972665, 2084524493, 0x1e0ffff0, 1, 50 * COIN); » soit 2011-10-07T07:31:05Z, et pszTimestamp « NY Times 05/Oct/2011 Steve Jobs, Apple's Visionary, Dies at 56 » (le bloc ne peut donc etre anterieur au 05/10/2011). Le verdict anterieur du depot (CONFIRME_EXTERNE, 2011-10-07) est donc corrobore par une source que je n'avais pas — mais UNE seule. PROBLEME DISTINCT DE LA DATE : l'attribut dateSource « Verification externe 02/08/2026 » n'est pas une source : ni URL, ni intitule, ni auteur, ni support. C'est la seule fiche du graphe portant dateAuthority=EXTERNAL_VERIFICATION, et elle est opaque."
64a49803;InfrastructureEvent — Service d’anonymisation BitLaundry;InfrastructureEvent;date;2010-09-01;"Thèse — Chronologie (figure) Chapitre I.2 ; dateAuthority=TIMELINE_FIGURE";"cas prioritaire 5 ; laisse NON_TRANCHE par un audit anterieur ; date dont le graphe est la seule trace";;non_verifie;0;;;;oui;Q8;"Re-tentative independante : aucune source recuperable. Les seuls corpus qui documentent BitLaundry (bitmixlist.org, dl.acm.org, springer, forbes, researchgate, en.bitcoin.it, archive.org) sont tous bloques par le proxy d'egress ; aucun depot GitHub consulte ne le mentionne. Je CONFIRME donc le verdict NON_TRANCHE de dates-verification-externe.csv, mais par constat d'echec, pas par preuve : ni le 01/09/2010 du graphe ni le 12/2010 de la these (ch.I n.74 l.607) ne sont etayes, et la description de la fiche dit elle-meme « lance en 2011 » — trois valeurs incompatibles sur une meme fiche."
66a59145;InfrastructureEvent — Premier échange BTC/$ (NewLibertyStandard);InfrastructureEvent;date;2009-10-05;"Thèse — Chronologie (figure) Chapitre I.2 ; dateAuthority=TIMELINE_FIGURE";"cas prioritaire 6 ; le libelle dit « echange », la date semble designer la publication d'un taux ; prototype des deux actes distincts";2009-10-05 (publication du premier taux BTC/USD);two_distinct_events_possible;1;tertiaire;https://raw.githubusercontent.com/steven2358/this-day-in-bitcoin-history/master/README.md;0 sur la date, ecart sur l'OBJET designe;oui;Q9;steven2358/this-day-in-bitcoin-history, entree « Oct 5 » : « 2009: Bitcoin user NewLibertyStandard calculates the first price of BTC. » — soit un CALCUL/publication de taux, pas un echange. La seconde jambe (premiere transaction BTC contre fiat, 12/10/2009, Martti Malmi vendant 5 050 BTC pour 5,02 $) n'a PAS pu etre verifiee : bitcointalk, archive.org, en.bitcoin.it et newlibertystandard.io sont bloques. Source tertiaire unique : ne pas s'en servir pour trancher, seulement pour poser la question de modelisation. Ne pas traiter comme une contradiction.
c4eab4f4;Attaque de The DAO;CrisisEvent;date;17/06/2016;;"coeur demonstratif ch.III (crise 2/2) ; format DD/MM/YYYY ambigu";;non_verifie;0;;;;oui;Q10;"ECHEC ASSUME, et il faut le dire : la date la plus celebre de la these n'a pas pu etre verifiee. blog.ethereum.org, blog.slock.it, coindesk, wikipedia et archive.org sont bloques ; le depot blockchainsllc/DAO ne date rien ; EIP-779 (« Hardfork Meta: DAO Fork ») ne donne que le bloc d'activation. Aucune URL recuperee = aucune source citee. NE PAS lire ce non_verifie comme un doute sur la date : c'est un doute sur MA capacite a la verifier depuis cet environnement."
e2cdb978;Ethereum Hard Fork (juillet 2016);CrisisEvent;(aucun attribut de date);;;"coeur demonstratif ch.III ; fiche centrale SANS attribut de date, la date ne vit que dans la description";2016-07-20 (bloc 1 920 000);indice_unique;3;primaire;https://raw.githubusercontent.com/ethereum/execution-specs/master/docs/specs/protocol_history.md|https://raw.githubusercontent.com/ethereum/EIPs/master/EIPS/eip-779.md|https://github.com/ethereum/go-ethereum/blob/master/params/config.go;;oui;Q11;"execution-specs : « DAO Fork | 1920000 | 2016-07-20 ». EIP-779 : « Activation: Block == 1,920,000 on Mainnet » et « Blocks with block numbers in the range [1_920_000, 1_920_009] MUST have 0x64616f2d686172642d666f726b » (soit « dao-hard-fork »). params/config.go : DAOForkBlock = 1 920 000. Le BLOC est confirme par trois sources ; la DATE ne l'est que par une. Point structurel : la fiche du hard fork de juillet 2016 ne porte AUCUN attribut de date — « 20 juillet 2016 » n'existe que dans le texte libre de sa description, donc invisible a tout traitement chronologique."
e3742113;Bitcoin Scaling Debate;CrisisEvent;date;2015-2017;;"format : une PLAGE stockee dans un champ ponctuel ; coeur demonstratif (crise d'evolution BTC)";;sans_objet;0;;;;oui;Q12;Il n'y a rien a verifier : « 2015-2017 » est une periode analytique, pas un acte datable, et elle est logee dans le meme attribut `date` que des horodatages ISO et des chaines DD/MM/YYYY. Probleme de modelisation, pas de fait.
c8b77447;Genesis Block — Lancement du protocole Bitcoin;CrisisEvent;date;03/01/2009;;"format DD/MM/YYYY ; fiche en doublon avec 70d79dda ; type CrisisEvent surprenant pour un lancement";2009-01-03 (bloc de genese : 2009-01-03T18:15:05Z);indice_unique;1;primaire;https://github.com/bitcoin/bitcoin/blob/master/src/kernel/chainparams.cpp;0;oui;Q13;"bitcoin/bitcoin, src/kernel/chainparams.cpp : « genesis = CreateGenesisBlock(1231006505, 2083236893, 0x1d00ffff, 1, 50 * COIN); » soit 2009-01-03T18:15:05Z, et pszTimestamp « The Times 03/Jan/2009 Chancellor on brink of second bailout for banks ». Deux elements du meme fichier = une seule source. Observation hors date : cette fiche est typee CrisisEvent alors que 70d79dda, meme evenement, est typee InfrastructureEvent."
70d79dda;InfrastructureEvent — Genesis Block / lancement du protocole;InfrastructureEvent;date;2009-01-03;"Thèse — Chronologie 2 (p.88) ; dateAuthority=TIMELINE_FIGURE";"date dont le graphe est la seule trace (TIMELINE_FIGURE) ; doublon de c8b77447";2009-01-03 (bloc de genese : 2009-01-03T18:15:05Z);indice_unique;1;primaire;https://github.com/bitcoin/bitcoin/blob/master/src/kernel/chainparams.cpp;0;oui;Q13;"Meme preuve que c8b77447. Les deux fiches portent la meme date sous deux formats (« 03/01/2009 » et « 2009-01-03 ») et deux types differents. Le doublon est deja signale dans chronology-events-arbitration.csv (E003, verdict REFUTE, « deja present comme evenement ; barriere de langue FR/EN »)."
45cd642a;InfrastructureEvent — First Bitcoin halving;InfrastructureEvent;date;2012-11-28;"Thèse — Chronologie 2 (p.88) ; dateAuthority=TIMELINE_FIGURE";"date dont le graphe est la seule trace (TIMELINE_FIGURE) ; evenement protocolaire verifiable";2012-11-28;indice_unique;1;tertiaire;https://raw.githubusercontent.com/steven2358/this-day-in-bitcoin-history/master/README.md;0;non;;this-day-in-bitcoin-history, entree « Nov 28 » : « 2012: First Bitcoin halving. Block reward drops from 50 BTC to 25 BTC. » Source tertiaire unique : concordante, pas probante. Je n'ai pas pu atteindre d'explorateur de blocs (tous bloques) pour horodater le bloc 210 000.
09d15bd8;InfrastructureEvent — Premier échange contre marchandise (pizzas);InfrastructureEvent;date;2010-05-21;"Thèse — Chronologie (figure) Chapitre I.2 ; dateAuthority=TIMELINE_FIGURE";"date dont le graphe est la seule trace ; ecart d'un jour avec la date communement retenue";2010-05-22 (selon la source consultee : offre de Laszlo Hanyecz);indice_unique;1;tertiaire;https://raw.githubusercontent.com/steven2358/this-day-in-bitcoin-history/master/README.md;-1 jour;oui;Q14;"this-day-in-bitcoin-history, entree « May 22 » : « 2010: Florida programmer and BitcoinTalk user Laszlo Hanyecz offers to pay 10,000 bitcoins for 2 pizzas. » Une source TERTIAIRE unique ne permet pas de dire que le graphe a tort — je m'y refuse. A noter que la litterature distingue au moins deux actes ici (le message d'offre sur bitcointalk et la transaction effective), ce qui pourrait etre un cas two_distinct_events_possible ; je n'ai pas pu le documenter (bitcointalk bloque)."
fb0bb535;InfrastructureEvent — Première transaction Bitcoin (Nakamoto → Finney);InfrastructureEvent;date;2009-01-12;"Thèse — Chronologie (figure) Chapitre I.2 ; dateAuthority=TIMELINE_FIGURE";date dont le graphe est la seule trace (TIMELINE_FIGURE);2009-01-12;indice_unique;1;tertiaire;https://raw.githubusercontent.com/steven2358/this-day-in-bitcoin-history/master/README.md;0;non;;this-day-in-bitcoin-history, entree « Jan 12 » : « 2009: The first Bitcoin transaction took place when Satoshi Nakamoto sent 10 BTC to Hal Finney. » Tertiaire, unique.
7b73ed5f;InfrastructureEvent — Lancement de Namecoin (merge mining);InfrastructureEvent;date;2011-04-18;"Thèse — Chronologie (figure) Chapitre I.2 ; dateAuthority=TIMELINE_FIGURE";"date dont le graphe est la seule trace ; verifiable par l'horodatage du bloc de genese";2011-04-17T00:26:41Z (bloc de genese);indice_unique;1;primaire;https://raw.githubusercontent.com/namecoin/namecoin-core/master/src/kernel/chainparams.cpp;-1 jour entre le bloc de genese et la date du graphe;non;;"namecoin/namecoin-core, src/kernel/chainparams.cpp : « genesis = CreateGenesisBlock(1303000001, 0xa21ea192u, 0x1c007fff, 1, 50 * COIN); » soit 2011-04-17T00:26:41Z, pszTimestamp « ... choose what comes next. Lives of your own, or a return to chains. -- V ». Ceci NE REFUTE PAS le 18/04/2011 : un bloc de genese precede normalement l'annonce publique. Compatible, pas confirmatoire."
69aa91b1;InfrastructureEvent — Introduction d’une limite de bloc (activée 2010-…);InfrastructureEvent;date;2010-07-15;"Thèse — Chronologie (figure) Chapitre I.2 ; dateAuthority=TIMELINE_FIGURE";"date dont le graphe est la seule trace ; doublon avec 4f7fd6dc (« Nakamoto introduces block size limit », meme date, autre chronologie)";;non_verifie;0;;;;oui;Q15;Non verifie : l'historique de commits de bitcoin/bitcoin pour 2010 n'est pas atteignable par WebFetch (pagination GitHub non rendue) et je refuse de citer un hash de commit de memoire. A signaler independamment de la date : 4f7fd6dc et 69aa91b1 sont deux fiches pour le meme acte, l'une issue de « Chronologie 2 (p.88) », l'autre de « Chronologie (figure) Chapitre I.2 ». Meme configuration pour le soft fork du 28/07/2010 (5b8c5959 et 714f6de9).
